student_id,is_synthetic,data_class,generating_model_fingerprint,Sector,Grade_Band,Economic_Strain,Parent_Education,Parent_Availability,Neuro_Type,Child_Labour_Household_Duties,Transport_Burden,Food_Health_Burden,Home_Educational_Support,WASH_Quality,Sensory_Environment,School_Accommodation,Bullying_Social_Exclusion,Teacher_Resource_Adequacy,Support_Mismatch,School_Distress,Access_Barrier,Previous_Attendance,Current_Academic_Performance,Current_Academic_Stress,Psychological_Attendance_Barrier,Current_Attendance,School_Engagement,Next_Term_Dropout_Risk
SYNTH-005273,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005274,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Low,Available,Typical,Low,High,Low,Limited,Adequate,Overloading,Inadequate,Low,Adequate,High,Low,Low,Regular,Low,Low,Low,Regular,Low,Medium
SYNTH-005275,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Adequate,High,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005276,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,High,Limited,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,High,Irregular,Low,High,High,Irregular,High,Low
SYNTH-005277,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Post_Secondary,Limited_or_Away,Typical,High,High,Low,Adequate,Inadequate,Overloading,Adequate,Low,Adequate,Low,High,High,Regular,Low,High,Low,Regular,High,Low
SYNTH-005278,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,High,Irregular,High,High
SYNTH-005279,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,High,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-005280,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Limited_or_Away,ADHD,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,High,Adequate,Low,Low,Low,Irregular,Adequate,Low,Low,Regular,High,Low
SYNTH-005281,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Post_Secondary,Available,Typical,High,Low,Low,Limited,Inadequate,Overloading,Adequate,Low,Adequate,Low,Low,High,Regular,Low,Low,Low,Regular,Low,Low
SYNTH-005282,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-005283,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Limited_or_Away,Typical,Low,Low,Low,Limited,Inadequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Low,High,Low,Regular,Low,Medium
SYNTH-005284,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,High,Low,Available,Typical,Low,Low,High,Limited,Adequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Low,High,High,Regular,High,Low
SYNTH-005285,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Low,Available,Typical,High,Low,Low,Limited,Inadequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Low,Low,Low,Regular,Low,Low
SYNTH-005286,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Low,Low,Available,Typical,Low,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005287,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,High,Secondary,Limited_or_Away,ADHD,High,High,Low,Limited,Adequate,Overloading,Inadequate,High,Adequate,High,High,High,Regular,Adequate,Low,Low,Irregular,High,Medium
SYNTH-005288,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Adequate,High,Adequate,Low,Low,Low,Regular,Low,High,Low,Regular,Low,High
SYNTH-005289,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Limited,High,High,Low,Regular,Low,Low,Low,Regular,Low,High
SYNTH-005290,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Low,Post_Secondary,Available,Typical,Low,Low,High,Adequate,Inadequate,Overloading,Adequate,High,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005291,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Limited_or_Away,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Adequate,Low,High,Low,Regular,Low,Low,High,Irregular,High,Low
SYNTH-005292,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,High,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-005293,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,OLevel_ALevel,Moderate,Secondary,Limited_or_Away,Typical,High,Low,Low,Adequate,Adequate,Supportive,Inadequate,High,Adequate,High,Low,Low,Regular,Adequate,Low,Low,Regular,High,Medium
SYNTH-005294,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005295,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,High,Low,Low,Adequate,Adequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Low,Low,Low,Regular,Low,Medium
SYNTH-005296,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,High,Limited,High,Low,Low,Irregular,Low,High,Low,Regular,Low,Low
SYNTH-005297,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Available,ADHD,High,High,High,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005298,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Secondary,Limited_or_Away,Typical,High,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,High
SYNTH-005299,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Moderate,Low,Available,Typical,Low,Low,High,Limited,Inadequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Low,Low,Low,Regular,High,Low
SYNTH-005300,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-005301,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Limited_or_Away,Typical,Low,Low,Low,Limited,Adequate,Supportive,Adequate,High,Adequate,Low,High,Low,Regular,Low,High,Low,Regular,Low,Low
SYNTH-005302,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Limited_or_Away,Typical,Low,Low,High,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Irregular,Low,Low,Low,Regular,High,Low
SYNTH-005303,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Low,High,High,Irregular,Low,High
SYNTH-005304,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Secondary,Available,Typical,Low,Low,High,Adequate,Adequate,Overloading,Inadequate,High,Limited,Low,High,High,Regular,Adequate,Low,Low,Irregular,High,Medium
SYNTH-005305,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Limited_or_Away,Typical,Low,Low,High,Limited,Adequate,Supportive,Inadequate,High,Limited,Low,High,Low,Irregular,Low,High,High,Regular,High,Low
SYNTH-005306,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,High,Low,Low,Adequate,Adequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-005307,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Secondary,Available,Typical,Low,High,Low,Limited,Adequate,Supportive,Adequate,Low,Limited,Low,Low,High,Regular,Low,Low,Low,Irregular,Low,High
SYNTH-005308,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,High,High,Low,Adequate,Inadequate,Supportive,Inadequate,High,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-005309,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,High,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Low
SYNTH-005310,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,Low,High,Adequate,Inadequate,Overloading,Inadequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005311,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,High,Adequate,Low,High,Low,Regular,Low,High,High,Regular,High,Low
SYNTH-005312,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Limited_or_Away,Typical,High,Low,Low,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005313,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Secondary,Available,Typical,Low,High,High,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005314,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Low,Limited_or_Away,Typical,Low,Low,Low,Limited,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-005315,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,High,Adequate,High,Low,Low,Regular,Adequate,Low,Low,Irregular,Low,Low
SYNTH-005316,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Primary,Low,Secondary,Available,ASD,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Limited,High,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005317,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Low,Available,Typical,Low,Low,High,Adequate,Adequate,Overloading,Inadequate,High,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005318,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Irregular,Low,High,Low,Regular,Low,Medium
SYNTH-005319,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,High,Low,Available,Typical,Low,Low,High,Limited,Adequate,Supportive,Inadequate,Low,Limited,High,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005320,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,High,Secondary,Available,Typical,Low,Low,High,Limited,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005321,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Adequate,High,Low,Regular,High,Medium
SYNTH-005322,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Limited,High,High,Low,Irregular,Low,High,High,Irregular,Low,High
SYNTH-005323,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Low,Low,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,High,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-005324,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Post_Secondary,Limited_or_Away,ASD,High,Low,Low,Adequate,Inadequate,Overloading,Inadequate,Low,Adequate,High,High,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005325,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Supportive,Inadequate,High,Adequate,Low,Low,High,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005326,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Secondary,Available,Typical,Low,High,Low,Limited,Adequate,Overloading,Inadequate,Low,Limited,Low,Low,Low,Regular,Low,Low,Low,Regular,High,Low
SYNTH-005327,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Post_Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Inadequate,High,Adequate,High,High,Low,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-005328,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Junior_Secondary,High,Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005329,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Limited,Adequate,Supportive,Inadequate,High,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005330,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Low,Available,Typical,Low,High,Low,Limited,Adequate,Overloading,Inadequate,High,Adequate,Low,High,Low,Irregular,Adequate,Low,High,Irregular,Low,High
SYNTH-005331,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Low,Available,Typical,High,Low,Low,Limited,Adequate,Supportive,Inadequate,Low,Adequate,High,High,Low,Regular,Adequate,Low,Low,Regular,Low,Low
SYNTH-005332,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Low,High,Low,Regular,Low,Low
SYNTH-005333,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,Moderate,Post_Secondary,Available,Typical,Low,Low,High,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Low,Low,Low,Regular,Low,Medium
SYNTH-005334,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005335,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-005336,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Low,Low,Low,Regular,High,Low
SYNTH-005337,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005338,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Available,Typical,Low,Low,High,Limited,Inadequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,High
SYNTH-005339,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Low,High,Low,Regular,Low,Low
SYNTH-005340,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Secondary,Available,Typical,High,Low,Low,Adequate,Inadequate,Supportive,Adequate,Low,Adequate,Low,Low,High,Regular,Adequate,High,Low,Regular,High,Low
SYNTH-005341,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005342,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,High,Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-005343,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Irregular,Low,Low,Low,Irregular,Low,Medium
SYNTH-005344,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,High,Low,Low,Limited,Adequate,Supportive,Adequate,Low,Adequate,Low,Low,Low,Regular,Low,High,Low,Regular,Low,Medium
SYNTH-005345,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Adequate,High,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Irregular,High,Low
SYNTH-005346,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,High,Low,Available,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Limited,High,Low,Low,Regular,Low,Low,Low,Regular,Low,Low
SYNTH-005347,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,ADHD,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,High,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005348,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Junior_Secondary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Irregular,Low,High,Low,Irregular,Low,High
SYNTH-005349,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,High,High,Irregular,High,Medium
SYNTH-005350,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Moderate,Secondary,Available,Typical,High,Low,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Irregular,Adequate,High,High,Irregular,High,Medium
SYNTH-005351,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Post_Secondary,Available,ADHD,Low,Low,Low,Adequate,Inadequate,Supportive,Adequate,High,Limited,Low,High,Low,Regular,Adequate,Low,High,Regular,High,Low
SYNTH-005352,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Secondary,Available,Typical,Low,Low,Low,Adequate,Inadequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005353,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Estate,Junior_Secondary,Moderate,Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,High,Low,Regular,Low,Low,Low,Regular,High,Low
SYNTH-005354,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Low,Limited_or_Away,Typical,Low,Low,Low,Limited,Adequate,Overloading,Inadequate,Low,Limited,Low,Low,High,Regular,Adequate,High,Low,Irregular,High,Medium
SYNTH-005355,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Junior_Secondary,High,Secondary,Available,ASD,Low,High,High,Adequate,Adequate,Supportive,Inadequate,High,Adequate,High,High,High,Regular,Adequate,Low,Low,Irregular,Low,High
SYNTH-005356,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Low,Limited_or_Away,Typical,Low,Low,High,Limited,Adequate,Overloading,Inadequate,Low,Adequate,Low,High,Low,Regular,Adequate,Low,Low,Regular,Low,Medium
SYNTH-005357,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Limited_or_Away,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Inadequate,Low,Adequate,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005358,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Junior_Secondary,Low,Secondary,Available,ASD,Low,Low,Low,Adequate,Inadequate,Supportive,Inadequate,Low,Limited,High,Low,Low,Regular,Adequate,Low,Low,Irregular,High,Low
SYNTH-005359,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Low,Post_Secondary,Available,Typical,Low,Low,High,Adequate,Adequate,Supportive,Adequate,High,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,Low,Low
SYNTH-005360,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Moderate,Post_Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Supportive,Inadequate,Low,Limited,Low,Low,Low,Regular,Adequate,Low,Low,Regular,High,Low
SYNTH-005361,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,Low,Limited,Low,Low,Low,Regular,Low,Low,Low,Regular,High,Low
SYNTH-005362,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Low,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Overloading,Adequate,Low,Adequate,Low,Low,Low,Regular,Low,Low,Low,Regular,Low,Medium
SYNTH-005363,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Post_Secondary,Available,Typical,Low,High,Low,Adequate,Adequate,Overloading,Inadequate,Low,Adequate,Low,Low,Low,Irregular,Low,High,Low,Regular,High,Low
SYNTH-005364,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,OLevel_ALevel,Moderate,Post_Secondary,Available,Typical,Low,Low,Low,Adequate,Adequate,Supportive,Adequate,Low,Limited,Low,Low,Low,Regular,Low,High,Low,Regular,Low,Low
SYNTH-005365,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Rural,Primary,Low,Post_Secondary,Available,ADHD,Low,Low,Low,Adequate,Adequate,Overloading,Inadequate,Low,Limited,High,High,Low,Regular,Low,Low,Low,Regular,High,Low
SYNTH-005366,True,SYNTHETIC_NOT_REAL_STUDENT_DATA,c1b90a898747cc01,Urban,Primary,Moderate,Secondary,Limited_or_Away,ADHD,Low,Low,Low,Limited,Adequate,Overloading,Adequate,Low,Limited,Low,High,Low,Regular,Low,High,High,Regular,Low,Low
